Group,PAST_DUE_DAYS_ORD_STATUS,PAST_DUE_ORD_STATUS_DAYCOUNT,BRANCH NAME,BILL_NAME,Shipto,Business Unit,Mfr,Customer Part #,MFR Part #,CAT,Order Number, Value , Value-Alloc ,Ordered,Required,Commited,Resale,Qty,Alloc,Balance,Mtl Avl,Bos Avl,UK Avl,Asia Avl,PBO,CBO,POQ,MPQ,SOQ,ViaCode,Tariff Class,OS Name
Passive,> 14 Days,126,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Passive,PA3,PE-ERMF00088,ERA-3AEB163V,1,41028117, 771.00 , 771.00 ,10/15/2021 0:00,4/28/2023 0:00,12/16/2023 0:00,0.0257,30000,30000,0.0,0,0,0,0,0,215000,5000,5000,5000,ASSAFCA,KK143,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,112,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Passive,PA3,PE-ERMF00088,ERA-3AEB163V,1,41028117, 514.00 , 514.00 ,10/15/2021 0:00,2/10/2023 0:00,6/30/2023 0:00,0.0257,20000,20000,0.0,0,0,0,0,0,215000,5000,5000,5000,ASSAFCA,KK143,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,112,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Passive,PA3,PE-ERMF00088,ERA-3AEB163V,1,41028117, 514.00 , 514.00 ,10/15/2021 0:00,2/10/2023 0:00,7/8/2023 0:00,0.0257,20000,20000,0.0,0,0,0,0,0,215000,5000,5000,5000,ASSAFCA,KK143,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,220,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Passive,PA3,PE-ERMF00088,ERA-3AEB163V,1,41027808, 385.50 , 385.50 ,9/30/2021 0:00,4/28/2023 0:00,6/1/2023 0:00,0.0257,15000,15000,0.0,0,0,0,0,0,215000,5000,5000,5000,ASSAFCA,KK143,"VO, DUCHIEU (A-2R)          "
Passive,<= 14 Days,0,MANILA,HI-P PHILIPPINES TECHNOLOGY CORP.,HS045201,Passive,TAY,CA1002185,EMK107BB7225KA-T,2,6200003610,0,1807.68,6/20/2022 0:00,6/16/2023 0:00,6/22/2023 0:00,0.01883,0,96000,0.0,0,0,0,772000,28000,1312000,4000,4000,4000,DEWWDAP,KK123,"PURIFICACION, KAREN (A-80)  "
Passive,> 14 Days,34,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Passive,YAG,ECMRT024,AC0402JR-07180KL,1,PO00316970,13,13,4/20/2022 0:00,5/15/2023 0:00,7/31/2023 0:00,0.00065,20000,20000,0.0,0,0,0,530000,0,90000,10000,10000,10000,ASIDFCA9,KK143,"NG, BRYAN (A-01)            "
Passive,> 14 Days,66,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,140101199,ERJ-P06J331V,1,4100011277., 175.00 , 175.00 ,4/12/2023 0:00,4/13/2023 0:00,4/11/2024 0:00,0.007,25000,25000,0.0,0,0,0,0,0,25000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,35,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Passive,STK,QA105085R2,RNCF0805DTC1K40,1,PO00317264AUTO.,61,61,5/27/2022 0:00,5/12/2023 0:00,7/31/2023 0:00,0.0122,5000,5000,0.0,0,0,0,0,0,5000,5000,5000,5000,ASIDFCA9,KK143,"NG, BRYAN (A-01)            "
FLS,> 14 Days,90,SINGAPORE,SIMLITE PRIVATE LIMITED          ,SS131700,FLS,OSM,4052899607675,4052899607675,3,PO/SL/1045/22,1328.098218,1328.098218,6/27/2022 0:00,3/20/2023 0:00,6/27/2023 0:00,5.93,300,300,0.0,0,0,0,240,720,1260,120,120,120,ASSGFCA,KK561,FAI ASEAN HOUSE (FAIASEAN)  
Discrete,> 14 Days,89,VIETNAM,"PARAMAX CORPORATION CO.,LTD      ",PS043800,Discrete,IFA,ATRASIST00068,IRFI4212H-117PXKMA1,2,PRM.FUT-190922, -   ," 1,766.40 ",9/19/2022 0:00,2/15/2023 0:00,2/15/2024 0:00,0.736,0,2400,0.0,0,0,0,40000,0,52400,500,50,50,ASSAFCA,LL024,"LE, HENRY (A-2R)            "
High End,<= 14 Days,7,PENANG-EMS,JABIL CIRCUIT SDN BHD            ,JS126000,High End,MCP,ZZ113872-01-R,DSPIC33FJ128MC804-I/PT,1,3013663886,0,4019.2,8/19/2022 0:00,12/27/2022 0:00,0,6.28,0,640,0.0,0,0,0,0,0,640,160,160,160,AMMYFCA,MM096,"LAI, FRANKY (A-52)          "
Discrete,> 14 Days,250,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Discrete,MCC,PE-EDTV00005,SMF6.5A-TP,1,41029010," 5,415.00 "," 5,415.00 ",11/23/2021 0:00,3/31/2023 0:00,1/1/2047 0:00,0.038,142500,142500,0.0,0,0,0,0,0,142500,2500,2500,2500,ASSAFCA,LL017,"VO, DUCHIEU (A-2R)          "
High End,<= 14 Days,0,SINGAPORE,BENCHMARK ELECTRONICS (S) IPO P/L,GS885506,High End,MCP,STT087-397363-001-LF,VSC8531XMW-02,1,SPM470578,1208.683,1208.683,6/1/2022 0:00,6/14/2023 0:00,12/19/2023 0:00,2.4667,490,490,0.0,0,0,0,0,5390,5880,490,490,490,AMBESG35,MM156,"NG, BRYAN (A-01)            "
Passive,> 14 Days,187,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Passive,PA3,PE-ERMF00068,ERA-3AEB1432V,1,41028451, 128.50 , 128.50 ,10/22/2021 0:00,4/28/2023 0:00,12/16/2023 0:00,0.0257,5000,5000,0.0,0,0,0,0,0,15000,5000,5000,5000,ASSAFCA,KK143,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,187,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Passive,PA3,PE-ERMF00068,ERA-3AEB1432V,1,41027808, 128.50 , 128.50 ,9/30/2021 0:00,4/28/2023 0:00,5/1/2023 0:00,0.0257,5000,5000,0.0,0,0,0,0,0,15000,5000,5000,5000,ASSAFCA,KK143,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,220,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Passive,PA3,PE-ERMF00068,ERA-3AEB1432V,1,41027808, 128.50 , 128.50 ,9/30/2021 0:00,4/28/2023 0:00,4/3/2024 0:00,0.0257,5000,5000,0.0,0,0,0,0,0,15000,5000,5000,5000,ASSAFCA,KK143,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,262,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Passive,OHM,11041,SM102034005FE,1,VPP22000656," 3,357.50 "," 3,357.50 ",2/9/2022 0:00,1/27/2023 0:00,1/1/2049 0:00,1.343,2500,2500,0.0,0,0,0,0,0,5000,100,100,100,DEWWDAP45,KK144,"LE, HENRY (A-2R)            "
Passive,> 14 Days,152,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Passive,OHM,IN60000036772,SM102034005FE,1,1500033335," 3,357.50 "," 3,357.50 ",6/22/2022 0:00,1/17/2023 0:00,6/28/2023 0:00,1.343,2500,2500,0.0,0,0,0,0,0,5000,100,100,100,DEWWDAP45,KK144,"LE, HENRY (A-2R)            "
Interconnect,<= 14 Days,14,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,Interconnect,HTG,IN60000044324,09692812550,1,1500029573, 680.00 , 680.00 ,5/5/2022 0:00,6/4/2023 0:00,6/4/2023 0:00,3.4,200,200,0.0,0,0,0,60,0,6440,20,20,20,DEWWDAP45,KK113,"LE, HENRY (A-2R)            "
Interconnect,> 14 Days,108,VIETNAM,OLLI TECHNOLOGY CORPORATION      ,OS017300,Interconnect,AFC,E00031,HFW10S-2STAE1HLF,2,OL-220015.," 3,600.00 "," 3,600.00 ",2/23/2022 0:00,12/25/2022 0:00,2/24/2023 0:00,0.12,30000,30000,0.0,0,0,0,0,0,30000,2000,2000,2000,FEWWEXW,KK151,"LE, HENRY (A-2R)            "
Passive,<= 14 Days,0,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,PA3,CG160-1502R00,ERJ-2BSFR12X,1,4510294802,520,520,5/20/2022 0:00,6/16/2023 0:00,1/1/2049 0:00,0.026,20000,20000,0.0,0,0,0,0,30000,150000,20000,10000,10000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Passive,<= 14 Days,14,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,PA3,CG160-1502R00,ERJ-2BSFR12X,1,4510297063,520,520,6/14/2022 0:00,6/1/2023 0:00,1/1/2049 0:00,0.026,20000,20000,0.0,0,0,0,0,30000,150000,20000,10000,10000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Discrete,> 14 Days,189,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41027807.," 7,313.20 "," 7,313.20 ",6/15/2022 0:00,12/9/2022 0:00,6/15/2023 0:00,1.8283,4000,4000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,152,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41028117.," 5,484.90 "," 5,484.90 ",6/15/2022 0:00,1/17/2023 0:00,6/15/2023 0:00,1.8283,3000,3000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,<= 14 Days,0,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41028117.," 5,484.90 "," 5,484.90 ",6/15/2022 0:00,6/16/2023 0:00,6/16/2023 0:00,1.8283,3000,3000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,32,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41028117.," 5,484.90 "," 5,484.90 ",6/15/2022 0:00,5/17/2023 0:00,6/15/2023 0:00,1.8283,3000,3000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,111,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41028451," 5,484.90 "," 5,484.90 ",6/15/2022 0:00,2/14/2023 0:00,6/15/2023 0:00,1.8283,3000,3000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,91,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41028451," 5,484.90 "," 5,484.90 ",6/15/2022 0:00,3/17/2023 0:00,6/15/2023 0:00,1.8283,3000,3000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,63,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41028451," 7,313.20 "," 7,313.20 ",6/15/2022 0:00,4/16/2023 0:00,6/15/2023 0:00,1.8283,4000,4000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,220,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41025668.," 5,484.90 "," 5,484.90 ",6/15/2022 0:00,10/10/2022 0:00,6/15/2023 0:00,1.8283,3000,3000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,220,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41027807.," 7,313.20 "," 7,313.20 ",6/15/2022 0:00,10/10/2022 0:00,6/15/2023 0:00,1.8283,4000,4000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,220,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971709,Discrete,LF,PE-EFUS00003,0508001.MXEP,1,41027807.," 5,484.90 "," 5,484.90 ",6/15/2022 0:00,11/10/2022 0:00,6/15/2023 0:00,1.8283,3000,3000,0.0,0,0,0,0,0,43000,1000,1000,1000,ASSAFCA,KK138,"VO, DUCHIEU (A-2R)          "
Interconnect,> 14 Days,83,VIETNAM,OLLI TECHNOLOGY CORPORATION      ,OS017300,Interconnect,ADM,E00032,PCB-C-4A-04-T-SMT-B-KT-T/R,2,OL-220015," 3,484.80 "," 3,484.80 ",2/23/2022 0:00,12/25/2022 0:00,6/2/2023 0:00,0.121,28800,28800,0.0,0,0,0,0,0,28800,10400,800,800,FEWWEXW,KK151,"LE, HENRY (A-2R)            "
Analog,<= 14 Days,0,SINGAPORE,AZTECH SYSTEMS (HONG KONG) LTD   ,AS996407,Analog,NXP,IMS-UC00102-AP,88W8987-A2-NYEE/AZ,1,957142,23674,23674,7/6/2022 0:00,6/16/2023 0:00,1/1/2049 0:00,1.691,14000,14000,0.0,0,0,0,0,3348000,4752000,2000,2000,2000,MRWWCPT35,MM634,"TEO, HAZEL (A-01)           "
Analog,<= 14 Days,0,SINGAPORE,AZTECH SYSTEMS (HONG KONG) LTD   ,AS996407,Analog,NXP,IMS-UC00102-AP,88W8987-A2-NYEE/AZ,1,957714,23674,23674,8/7/2022 0:00,6/6/2023 0:00,8/17/2023 0:00,1.691,14000,14000,0.0,0,0,0,0,3348000,4752000,2000,2000,2000,MRWWCPT35,MM634,"TEO, HAZEL (A-01)           "
Analog,<= 14 Days,0,SINGAPORE,AZTECH SYSTEMS (HONG KONG) LTD   ,AS996407,Analog,NXP,IMS-UC00102-AP,88W8987-A2-NYEE/AZ,1,957714,23674,23674,8/7/2022 0:00,6/6/2023 0:00,9/4/2023 0:00,1.691,14000,14000,0.0,0,0,0,0,3348000,4752000,2000,2000,2000,MRWWCPT35,MM634,"TEO, HAZEL (A-01)           "
Analog,<= 14 Days,0,SINGAPORE,AZTECH SYSTEMS (HONG KONG) LTD   ,AS996407,Analog,NXP,IMS-UC00102-AP,88W8987-A2-NYEE/AZ,1,957714,27056,27056,8/7/2022 0:00,6/6/2023 0:00,9/11/2023 0:00,1.691,16000,16000,0.0,0,0,0,0,3348000,4752000,2000,2000,2000,MRWWCPT35,MM634,"TEO, HAZEL (A-01)           "
Analog,<= 14 Days,0,SINGAPORE,AZTECH SYSTEMS (HONG KONG) LTD   ,AS996407,Analog,NXP,IMS-UC00102-AP,88W8987-A2-NYEE/AZ,1,957714,23674,23674,8/7/2022 0:00,6/6/2023 0:00,9/18/2023 0:00,1.691,14000,14000,0.0,0,0,0,0,3348000,4752000,2000,2000,2000,MRWWCPT35,MM634,"TEO, HAZEL (A-01)           "
Analog,<= 14 Days,0,SINGAPORE,AZTECH SYSTEMS (HONG KONG) LTD   ,AS996407,Analog,NXP,IMS-UC00102-AP,88W8987-A2-NYEE/AZ,1,957714,23674,23674,8/7/2022 0:00,6/16/2023 0:00,10/2/2023 0:00,1.691,14000,14000,0.0,0,0,0,0,3348000,4752000,2000,2000,2000,MRWWCPT35,MM634,"TEO, HAZEL (A-01)           "
Analog,<= 14 Days,0,SINGAPORE,AZTECH SYSTEMS (HONG KONG) LTD   ,AS996407,Analog,NXP,IMS-UC00102-AP,88W8987-A2-NYEE/AZ,1,957714,23674,23674,8/7/2022 0:00,6/16/2023 0:00,10/9/2023 0:00,1.691,14000,14000,0.0,0,0,0,0,3348000,4752000,2000,2000,2000,MRWWCPT35,MM634,"TEO, HAZEL (A-01)           "
Discrete,> 14 Days,25,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956918,Discrete,MCC,HB100510R2,MCG08P06HE3-TP,1,PO00318873AUTO.,750,750,5/26/2022 0:00,5/24/2023 0:00,1/1/2049 0:00,0.15,5000,5000,0.0,0,0,0,0,15000,60000,5000,5000,5000,ASIDFCA9,LL025,"NG, BRYAN (A-01)            "
Discrete,> 14 Days,25,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956918,Discrete,MCC,HB100510R2,MCG08P06HE3-TP,1,PO00318873AUTO,1500,1500,5/11/2022 0:00,5/24/2023 0:00,1/1/2049 0:00,0.15,10000,10000,0.0,0,0,0,0,15000,60000,5000,5000,5000,ASIDFCA9,LL025,"NG, BRYAN (A-01)            "
E-Mech,<= 14 Days,10,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,NKK,IN60000025915,SW3831/U,1,1500030969," 2,303.00 "," 2,303.00 ",5/19/2022 0:00,1/4/2023 0:00,5/25/2023 0:00,23.03,100,100,0.0,0,0,0,0,600,1400,100,100,100,DEWWDAP45,KK169,"LE, HENRY (A-2R)            "
E-Mech,<= 14 Days,10,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,NKK,IN60000025915,SW3831/U,1,1500031207," 2,303.00 "," 2,303.00 ",5/23/2022 0:00,10/4/2022 0:00,5/25/2023 0:00,23.03,100,100,0.0,0,0,0,0,600,1400,100,100,100,DEWWDAP45,KK169,"LE, HENRY (A-2R)            "
E-Mech,> 14 Days,91,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,NKK,IN60000025915,SW3831/U,1,1500031519," 4,606.00 "," 4,606.00 ",6/1/2022 0:00,1/16/2023 0:00,5/30/2023 0:00,23.03,200,200,0.0,0,0,0,0,600,1400,100,100,100,DEWWDAP45,KK169,"LE, HENRY (A-2R)            "
E-Mech,<= 14 Days,10,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,NKK,IN60000025915,SW3831/U,1,1500031519," 2,303.00 "," 2,303.00 ",6/1/2022 0:00,1/16/2023 0:00,5/30/2023 0:00,23.03,100,100,0.0,0,0,0,0,600,1400,100,100,100,DEWWDAP45,KK169,"LE, HENRY (A-2R)            "
E-Mech,<= 14 Days,10,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,NKK,IN60000025915,SW3831/U,1,1500036323," 2,303.00 "," 2,303.00 ",8/16/2022 0:00,4/10/2023 0:00,8/15/2023 0:00,23.03,100,100,0.0,0,0,0,0,600,1400,100,100,100,DEWWDAP45,KK169,"LE, HENRY (A-2R)            "
E-Mech,<= 14 Days,10,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,NKK,IN60000025915,SW3831/U,1,1500034977," 2,303.00 "," 2,303.00 ",7/20/2022 0:00,3/31/2023 0:00,7/18/2023 0:00,23.03,100,100,0.0,0,0,0,0,600,1400,100,100,100,DEWWDAP45,KK169,"LE, HENRY (A-2R)            "
E-Mech,<= 14 Days,10,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,NKK,IN60000025915,SW3831/U,1,1500033775," 2,303.00 "," 2,303.00 ",6/29/2022 0:00,3/6/2023 0:00,6/28/2023 0:00,23.03,100,100,0.0,0,0,0,0,600,1400,100,100,100,DEWWDAP45,KK169,"LE, HENRY (A-2R)            "
E-Mech,> 14 Days,152,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,RIC,IN60000035576,27MP00437S,1,1500033311, 850.00 , 850.00 ,6/23/2022 0:00,1/17/2023 0:00,6/28/2023 0:00,0.085,10000,10000,0.0,0,0,0,0,0,70000,1000,1000,1000,DEWWDAP45,DD139,"LE, HENRY (A-2R)            "
E-Mech,> 14 Days,152,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,RIC,IN60000035576,27MP00437S,1,1500033311, 850.00 , 850.00 ,6/23/2022 0:00,1/17/2023 0:00,6/28/2023 0:00,0.085,10000,10000,0.0,0,0,0,0,0,70000,1000,1000,1000,DEWWDAP45,DD139,"LE, HENRY (A-2R)            "
E-Mech,> 14 Days,160,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,RIC,IN60000035576,27MP00437S,1,1500032744," 1,700.00 "," 1,700.00 ",6/14/2022 0:00,1/9/2023 0:00,6/15/2023 0:00,0.085,20000,20000,0.0,0,0,0,0,0,70000,1000,1000,1000,DEWWDAP45,DD139,"LE, HENRY (A-2R)            "
E-Mech,> 14 Days,160,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,RIC,IN60000035576,27MP00437S,1,1500032800, 850.00 , 850.00 ,6/14/2022 0:00,1/9/2023 0:00,6/15/2023 0:00,0.085,10000,10000,0.0,0,0,0,0,0,70000,1000,1000,1000,DEWWDAP45,DD139,"LE, HENRY (A-2R)            "
E-Mech,> 14 Days,182,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,RIC,IN60000035576,27MP00437S,1,1500030969, 850.00 , 850.00 ,5/19/2022 0:00,12/17/2022 0:00,5/25/2023 0:00,0.085,10000,10000,0.0,0,0,0,0,0,70000,1000,1000,1000,DEWWDAP45,DD139,"LE, HENRY (A-2R)            "
High End,> 14 Days,278,SINGAPORE,PCI PRIVATE LIMITED              ,PS955305,High End,MCP,CX167-1029R00,ATTINY48-MMU,1,4510297543,7332.36,3666.18,6/16/2022 0:00,6/6/2023 0:00,1/1/2049 0:00,0.6235,11760,5880,5880.0,0,0,0,0,38220,47040,980,490,490,AMIDFCA97,MM144,"LU, ADELINE (A-01)          "
Passive,> 14 Days,87,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Passive,SPP,IN60000017699,593D107X0016D2TE3,1,1500027859, 717.50 , 717.50 ,4/6/2022 0:00,3/23/2023 0:00,4/6/2023 0:00,0.287,2500,2500,0.0,0,0,0,1500,8000,15000,500,500,500,DEWWDAP45,KK122,"LE, HENRY (A-2R)            "
Passive,<= 14 Days,0,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Passive,SPP,IN60000017699,593D107X0016D2TE3,1,1500029759, 287.00 , 287.00 ,5/5/2022 0:00,6/16/2023 0:00,4/23/2024 0:00,0.287,1000,1000,0.0,0,0,0,1500,8000,15000,500,500,500,DEWWDAP45,KK122,"LE, HENRY (A-2R)            "
Passive,> 14 Days,332,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Passive,PA3,LA29-056854-00R,EEU-FC1H101,1,4601009513,23,23,8/2/2021 0:00,2/3/2023 0:00,12/16/2023 0:00,0.115,200,200,0.0,0,0,0,0,4200,3000,2000,200,200,AMGEFOB24,KK148,"TEO, HAZEL (A-01)           "
Passive,> 14 Days,336,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Passive,PA3,LA29-056854-00R,EEU-FC1H101,1,4601009513,23,23,8/2/2021 0:00,2/3/2023 0:00,1/1/2049 0:00,0.115,200,200,0.0,0,0,0,0,4200,3000,2000,200,200,AMGEFOB24,KK148,"TEO, HAZEL (A-01)           "
Passive,> 14 Days,336,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Passive,PA3,LA29-056854-00R,EEU-FC1H101,1,4601009513,23,23,8/2/2021 0:00,2/3/2023 0:00,1/1/2049 0:00,0.115,200,200,0.0,0,0,0,0,4200,3000,2000,200,200,AMGEFOB24,KK148,"TEO, HAZEL (A-01)           "
Passive,> 14 Days,336,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Passive,PA3,LA29-056854-00R,EEU-FC1H101,1,4601009513,23,23,8/2/2021 0:00,2/3/2023 0:00,1/1/2049 0:00,0.115,200,200,0.0,0,0,0,0,4200,3000,2000,200,200,AMGEFOB24,KK148,"TEO, HAZEL (A-01)           "
Discrete,<= 14 Days,12,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957805,Discrete,DIO,399975-01-01,BZT585B5V1T-7,1,093150,38.7,38.7,2/27/2022 0:00,12/5/2022 0:00,1/1/2049 0:00,0.0129,3000,3000,0.0,0,0,0,0,249000,288000,3000,3000,3000,TGMYDAP,LL001,"YAP, TERENCE (A-01)         "
Discrete,<= 14 Days,12,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957805,Discrete,DIO,399975-01-01,BZT585B5V1T-7,1,093150,425.7,425.7,2/27/2022 0:00,12/19/2022 0:00,1/1/2049 0:00,0.0129,33000,33000,0.0,0,0,0,0,249000,288000,3000,3000,3000,TGMYDAP,LL001,"YAP, TERENCE (A-01)         "
Discrete,<= 14 Days,12,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957805,Discrete,DIO,399975-01-01,BZT585B5V1T-7,1,093614,38.7,38.7,3/20/2022 0:00,1/2/2023 0:00,12/7/2023 0:00,0.0129,3000,3000,0.0,0,0,0,0,249000,288000,3000,3000,3000,TGMYDAP,LL001,"YAP, TERENCE (A-01)         "
Passive,<= 14 Days,10,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,SUS,140101568,RGV3216P-1504-B-T1,1,4100011114..," 6,300.00 "," 1,350.00 ",4/16/2023 0:00,4/17/2023 0:00,4/16/2024 0:00,0.15,42000,9000,33000.0,0,0,0,0,55000,42000,1000,1000,1000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,6,SINGAPORE,AURORA TECHNOLOGY PTE LTD        ,AS982100,Passive,YAG,SOM15320,AC0603JRNPO9BN160,1,AU00021211,146,146,8/4/2022 0:00,5/16/2023 0:00,1/1/2049 0:00,0.0073,20000,20000,0.0,0,4000,0,0,0,20000,20000,4000,4000,AMSGFCA25,KK123,"LOW, YUSONG (A-01)          "
FLS,> 14 Days,356,SINGAPORE,SIMLITE PRIVATE LIMITED          ,SS131700,FLS,OSM,4052899543270,4052899543270,3,PO/SL/1130/21,687.565182,687.565182,9/17/2021 0:00,3/20/2023 0:00,6/30/2023 0:00,61.4,15,15,0.0,0,0,0,0,0,15,20,20,20,ASSGFCA,LL044,FAI ASEAN HOUSE (FAIASEAN)  
Interconnect,> 14 Days,28,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,Interconnect,BUE,10027803,TB100-12,1,VPP21004083.," 1,185.00 "," 1,185.00 ",9/29/2021 0:00,5/19/2023 0:00,1/1/2047 0:00,7.9,150,150,0.0,0,0,0,0,0,1300,50,50,50,DEWWDAP45,KK170,"LE, HENRY (A-2R)            "
High End,<= 14 Days,5,PENANG-EMS,PLEXUS MANUFACTURING SDN BHD     ,MS480406,High End,MCP,91632-00-456,PIC24HJ128GP202-E/MM,1,456-9441932-OP,0,10705.5,12/3/2021 0:00,3/16/2023 0:00,7/31/2023 0:00,3.25,0,3294,0.0,0,0,0,0,58194,65880,183,61,183,AMMYFCA,MM096,"NARAYANASAMY, DARANYA (A-52)"
High End,<= 14 Days,5,PENANG-EMS,PLEXUS MANUFACTURING SDN BHD     ,MS480406,High End,MCP,91632-00-456,PIC24HJ128GP202-E/MM,1,456-9441932-OP,0,10705.5,12/3/2021 0:00,3/16/2023 0:00,7/31/2023 0:00,3.25,0,3294,0.0,0,0,0,0,58194,65880,183,61,183,AMMYFCA,MM096,"NARAYANASAMY, DARANYA (A-52)"
